run,claim_id,memory_id,repeat_count,A1_q_use,A1_q_drop,A1_utility,A1_sign,A2_q_use,A2_q_drop,A2_utility,A2_sign,A3_q_use,A3_q_drop,A3_utility,A3_sign,direct_sign_flip,any_sign_heterogeneity,utility_range
rq3_fever_qwen3b_87_r4_seed0,199413,fever-train-198119,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,199750,fever-train-169465,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,200387,fever-train-97793,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,203008,fever-train-198104,4,0.75,0.75,0.0,neutral,0.75,0.75,0.0,neutral,0.75,0.25,0.5,positive,False,True,0.5
rq3_fever_qwen3b_87_r4_seed0,203701,fever-train-131517,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,204341,fever-train-30197,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,204342,fever-train-30197,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,206174,fever-train-47853,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,206737,fever-train-65342,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,207252,fever-train-118265,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,208150,fever-train-217428,4,1.0,1.0,0.0,neutral,1.0,0.75,0.25,positive,1.0,0.75,0.25,positive,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,209872,fever-train-190903,4,0.25,1.0,-0.75,negative,0.25,0.5,-0.25,negative,0.25,0.75,-0.5,negative,False,False,0.5
rq3_fever_qwen3b_87_r4_seed0,21145,fever-train-5847,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,212321,fever-train-2765,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,221085,fever-train-20978,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,226871,fever-train-32403,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,227135,fever-train-47032,4,0.75,1.0,-0.25,negative,0.75,1.0,-0.25,negative,0.75,1.0,-0.25,negative,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,229319,fever-train-199128,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,23885,fever-train-209237,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,24767,fever-train-48646,4,0.75,0.75,0.0,neutral,0.75,0.5,0.25,positive,0.75,0.5,0.25,positive,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,26132,fever-train-62870,4,0.75,1.0,-0.25,negative,0.75,0.75,0.0,neutral,0.75,1.0,-0.25,negative,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,26300,fever-train-168557,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,28864,fever-train-76264,4,0.75,0.5,0.25,positive,0.75,0.75,0.0,neutral,0.75,1.0,-0.25,negative,True,True,0.5
rq3_fever_qwen3b_87_r4_seed0,32820,fever-train-136052,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,34774,fever-train-43441,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,39897,fever-train-217401,4,0.75,1.0,-0.25,negative,0.75,0.75,0.0,neutral,0.75,1.0,-0.25,negative,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,42165,fever-train-67972,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,4529,fever-train-112175,4,0.25,0.0,0.25,positive,0.25,0.0,0.25,positive,0.25,0.25,0.0,neutral,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,50121,fever-train-96896,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,5454,fever-train-154510,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,55976,fever-train-220539,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,56323,fever-train-220086,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,56361,fever-train-182122,4,0.75,0.75,0.0,neutral,0.75,0.5,0.25,positive,0.75,1.0,-0.25,negative,True,True,0.5
rq3_fever_qwen3b_87_r4_seed0,64440,fever-train-201140,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,0.75,0.25,positive,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,68502,fever-train-223115,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,69612,fever-train-136312,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,0.75,0.25,positive,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,81499,fever-train-186229,4,0.75,0.75,0.0,neutral,0.75,1.0,-0.25,negative,0.75,0.75,0.0,neutral,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,83197,fever-train-211510,4,0.75,1.0,-0.25,negative,0.75,1.0,-0.25,negative,0.75,1.0,-0.25,negative,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,86116,fever-train-64806,4,0.75,1.0,-0.25,negative,0.75,0.75,0.0,neutral,0.75,0.5,0.25,positive,True,True,0.5
rq3_fever_qwen3b_87_r4_seed0,89544,fever-train-209237,4,1.0,1.0,0.0,neutral,1.0,0.75,0.25,positive,1.0,1.0,0.0,neutral,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,90589,fever-train-22175,4,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,1.0,1.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,91414,fever-train-161654,4,0.75,0.75,0.0,neutral,0.75,1.0,-0.25,negative,0.75,1.0,-0.25,negative,False,True,0.25
rq3_fever_qwen3b_87_r4_seed0,97017,fever-train-33397,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,9735,fever-train-214861,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
rq3_fever_qwen3b_87_r4_seed0,99800,fever-train-64033,4,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,0.0,0.0,0.0,neutral,False,False,0.0
